code,text
O64,"Geburtshindernis durch Lage-, Haltungs- und Einstellungsanomalien des Fetus"
O65,Geburtshindernis durch Anomalie des mütterlichen Beckens
O66,Sonstiges Geburtshindernis
O67,"Komplikationen bei Wehen und Entbindung durch intrapartale Blutung, anderenorts nicht klassifiziert"
O68,Komplikationen bei Wehen und Entbindung durch fetalen Distress [fetal distress] [fetaler Gefahrenzustand]
O69,Komplikationen bei Wehen und Entbindung durch Nabelschnurkomplikationen
O70,Dammriss unter der Geburt
O71,Sonstige Verletzungen unter der Geburt
O72,Postpartale Blutung
O73,Retention der Plazenta und der Eihäute ohne Blutung
O74,Komplikationen bei Anästhesie während der Wehentätigkeit und bei der Entbindung
O75,"Sonstige Komplikationen bei Wehentätigkeit und Entbindung, anderenorts nicht klassifiziert"
O80,Spontangeburt eines Einlings
O81,Geburt eines Einlings durch Zangen- oder Vakuumextraktion
O82,Geburt eines Einlings durch Schnittentbindung [Sectio caesarea]
O85,Puerperalfieber
O86,Sonstige Wochenbettinfektionen
O87,Venenkrankheiten und Hämorrhoiden als Komplikationen im Wochenbett
O88,Embolie während der Gestationsperiode
O89,Komplikationen bei Anästhesie im Wochenbett
O90,"Wochenbettkomplikationen, anderenorts nicht klassifiziert"
O91,Infektionen der Mamma [Brustdrüse] im Zusammenhang mit der Gestation
O92,Sonstige Krankheiten der Mamma [Brustdrüse] im Zusammenhang mit der Gestation und Laktationsstörungen
O94,"Folgen von Komplikationen während Schwangerschaft, Geburt und Wochenbett"
O95,Sterbefall während der Gestationsperiode nicht näher bezeichneter Ursache
O96,Tod infolge jeder gestationsbedingten Ursache nach mehr als 42 Tagen bis unter einem Jahr nach der Entbindung
O97,Tod an den Folgen gestationsbedingter Ursachen
O98,"Infektiöse und parasitäre Krankheiten der Mutter, die anderenorts klassifizierbar sind, die jedoch Schwangerschaft, Geburt und Wochenbett komplizieren"
O99,"Sonstige Krankheiten der Mutter, die anderenorts klassifizierbar sind, die jedoch Schwangerschaft, Geburt und Wochenbett komplizieren"
P00,"Schädigung des Fetus und Neugeborenen durch Zustände der Mutter, die zur vorliegenden Schwangerschaft keine Beziehung haben müssen"
P01,Schädigung des Fetus und Neugeborenen durch mütterliche Schwangerschaftskomplikationen
P02,"Schädigung des Fetus und Neugeborenen durch Komplikationen von Plazenta, Nabelschnur und Eihäuten"
P03,Schädigung des Fetus und Neugeborenen durch sonstige Komplikationen bei Wehen und Entbindung
P04,"Schädigung des Fetus und Neugeborenen durch Noxen, die transplazentar oder mit der Muttermilch übertragen werden"
P05,Intrauterine Mangelentwicklung und fetale Mangelernährung
P07,"Störungen im Zusammenhang mit kurzer Schwangerschaftsdauer und niedrigem Geburtsgewicht, anderenorts nicht klassifiziert"
P08,Störungen im Zusammenhang mit langer Schwangerschaftsdauer und hohem Geburtsgewicht
P10,Intrakranielle Verletzung und Blutung durch Geburtsverletzung
P11,Sonstige Geburtsverletzungen des Zentralnervensystems
P12,Geburtsverletzung der behaarten Kopfhaut
P13,Geburtsverletzung des Skeletts
P14,Geburtsverletzung des peripheren Nervensystems
P15,Sonstige Geburtsverletzungen
P20,Intrauterine Hypoxie
P21,Asphyxie unter der Geburt
P22,Atemnot [Respiratory distress] beim Neugeborenen
P23,Angeborene Pneumonie
P24,Aspirationssyndrome beim Neugeborenen
P25,Interstitielles Emphysem und verwandte Zustände mit Ursprung in der Perinatalperiode
P26,Lungenblutung mit Ursprung in der Perinatalperiode
P27,Chronische Atemwegskrankheit mit Ursprung in der Perinatalperiode
P28,Sonstige Störungen der Atmung mit Ursprung in der Perinatalperiode
P29,Kardiovaskuläre Krankheiten mit Ursprung in der Perinatalperiode
P35,Angeborene Viruskrankheiten
P36,Bakterielle Sepsis beim Neugeborenen
P37,Sonstige angeborene infektiöse und parasitäre Krankheiten
P38,Omphalitis beim Neugeborenen mit oder ohne leichte Blutung
P39,"Sonstige Infektionen, die für die Perinatalperiode spezifisch sind"
P50,Fetaler Blutverlust
P51,Nabelblutung beim Neugeborenen
P52,Intrakranielle nichttraumatische Blutung beim Fetus und Neugeborenen
P53,Hämorrhagische Krankheit beim Fetus und Neugeborenen
P54,Sonstige Blutungen beim Neugeborenen
P55,Hämolytische Krankheit beim Fetus und Neugeborenen
P56,Hydrops fetalis durch hämolytische Krankheit
P57,Kernikterus
P58,Neugeborenenikterus durch sonstige gesteigerte Hämolyse
P59,Neugeborenenikterus durch sonstige und nicht näher bezeichnete Ursachen
P60,Disseminierte intravasale Gerinnung beim Fetus und Neugeborenen
P61,Sonstige hämatologische Krankheiten in der Perinatalperiode
P70,"Transitorische Störungen des Kohlenhydratstoffwechsels, die für den Fetus und das Neugeborene spezifisch sind"
P71,Transitorische Störungen des Kalzium- und Magnesiumstoffwechsels beim Neugeborenen
P72,Sonstige transitorische endokrine Krankheiten beim Neugeborenen
P74,Sonstige transitorische Störungen des Elektrolythaushaltes und des Stoffwechsels beim Neugeborenen
P75,Mekoniumileus bei zystischer Fibrose
P76,Sonstiger Darmverschluss beim Neugeborenen
P77,Enterocolitis necroticans beim Fetus und Neugeborenen
P78,Sonstige Krankheiten des Verdauungssystems in der Perinatalperiode
P80,Hypothermie beim Neugeborenen
P81,Sonstige Störungen der Temperaturregulation beim Neugeborenen
P83,"Sonstige Krankheitszustände mit Beteiligung der Haut, die für den Fetus und das Neugeborene spezifisch sind"
P90,Krämpfe beim Neugeborenen
P91,Sonstige zerebrale Störungen beim Neugeborenen
P92,Ernährungsprobleme beim Neugeborenen
P93,"Reaktionen und Intoxikationen durch Arzneimittel oder Drogen, die dem Fetus und Neugeborenen verabreicht wurden"
P94,Störungen des Muskeltonus beim Neugeborenen
P95,Fetaltod nicht näher bezeichneter Ursache
P96,"Sonstige Zustände, die ihren Ursprung in der Perinatalperiode haben"
Q00,Anenzephalie und ähnliche Fehlbildungen
Q01,Enzephalozele
Q02,Mikrozephalie
Q03,Angeborener Hydrozephalus
Q04,Sonstige angeborene Fehlbildungen des Gehirns
Q05,Spina bifida
Q06,Sonstige angeborene Fehlbildungen des Rückenmarks
Q07,Sonstige angeborene Fehlbildungen des Nervensystems
Q10,"Angeborene Fehlbildungen des Augenlides, des Tränenapparates und der Orbita"
Q11,"Anophthalmus, Mikrophthalmus und Makrophthalmus"
Q12,Angeborene Fehlbildungen der Linse
Q13,Angeborene Fehlbildungen des vorderen Augenabschnittes
Q14,Angeborene Fehlbildung des hinteren Augenabschnittes
Q15,Sonstige angeborene Fehlbildungen des Auges
Q16,"Angeborene Fehlbildungen des Ohres, die eine Beeinträchtigung des Hörvermögens verursachen"
Q17,Sonstige angeborene Fehlbildungen des Ohres
Q18,Sonstige angeborene Fehlbildungen des Gesichtes und des Halses
Q20,Angeborene Fehlbildungen der Herzhöhlen und verbindender Strukturen
Q21,Angeborene Fehlbildungen der Herzsepten
Q22,Angeborene Fehlbildungen der Pulmonal- und der Trikuspidalklappe
Q23,Angeborene Fehlbildungen der Aorten- und der Mitralklappe
Q24,Sonstige angeborene Fehlbildungen des Herzens
Q25,Angeborene Fehlbildungen der großen Arterien
Q26,Angeborene Fehlbildungen der großen Venen
Q27,Sonstige angeborene Fehlbildungen des peripheren Gefäßsystems
Q28,Sonstige angeborene Fehlbildungen des Kreislaufsystems
Q30,Angeborene Fehlbildungen der Nase
Q31,Angeborene Fehlbildungen des Kehlkopfes
Q32,Angeborene Fehlbildungen der Trachea und der Bronchien
Q33,Angeborene Fehlbildungen der Lunge
Q34,Sonstige angeborene Fehlbildungen des Atmungssystems
Q35,Gaumenspalte
Q36,Lippenspalte
Q37,Gaumenspalte mit Lippenspalte
Q38,"Sonstige angeborene Fehlbildungen der Zunge, des Mundes und des Rachens"
Q39,Angeborene Fehlbildungen des Ösophagus
Q40,Sonstige angeborene Fehlbildungen des oberen Verdauungstraktes
Q41,"Angeborene(s) Fehlen, Atresie und Stenose des Dünndarmes"
Q42,"Angeborene(s) Fehlen, Atresie und Stenose des Dickdarmes"
Q43,Sonstige angeborene Fehlbildungen des Darmes
Q44,"Angeborene Fehlbildungen der Gallenblase, der Gallengänge und der Leber"
Q45,Sonstige angeborene Fehlbildungen des Verdauungssystems
Q50,"Angeborene Fehlbildungen der Ovarien, der Tubae uterinae und der Ligg. lata uteri"
Q51,Angeborene Fehlbildungen des Uterus und der Cervix uteri
Q52,Sonstige angeborene Fehlbildungen der weiblichen Genitalorgane
Q53,Nondescensus testis
Q54,Hypospadie
Q55,Sonstige angeborene Fehlbildungen der männlichen Genitalorgane
Q56,Unbestimmtes Geschlecht und Pseudohermaphroditismus
Q60,Nierenagenesie und sonstige Reduktionsdefekte der Niere
Q61,Zystische Nierenkrankheit
Q62,Angeborene obstruktive Defekte des Nierenbeckens und angeborene Fehlbildungen des Ureters
Q63,Sonstige angeborene Fehlbildungen der Niere
Q64,Sonstige angeborene Fehlbildungen des Harnsystems
Q65,Angeborene Deformitäten der Hüfte
Q66,Angeborene Deformitäten der Füße
Q67,"Angeborene Muskel-Skelett-Deformitäten des Kopfes, des Gesichtes, der Wirbelsäule und des Thorax"
Q68,Sonstige angeborene Muskel-Skelett-Deformitäten
Q69,Polydaktylie
Q70,Syndaktylie
Q71,Reduktionsdefekte der oberen Extremität
Q72,Reduktionsdefekte der unteren Extremität
Q73,Reduktionsdefekte nicht näher bezeichneter Extremität(en)
Q74,Sonstige angeborene Fehlbildungen der Extremität(en)
Q75,Sonstige angeborene Fehlbildungen der Schädel- und Gesichtsschädelknochen
Q76,Angeborene Fehlbildungen der Wirbelsäule und des knöchernen Thorax
Q77,Osteochondrodysplasie mit Wachstumsstörungen der Röhrenknochen und der Wirbelsäule
Q78,Sonstige Osteochondrodysplasien
Q79,"Angeborene Fehlbildungen des Muskel-Skelett-Systems, anderenorts nicht klassifiziert"
Q80,Ichthyosis congenita
Q81,Epidermolysis bullosa
Q82,Sonstige angeborene Fehlbildungen der Haut
Q83,Angeborene Fehlbildungen der Mamma [Brustdrüse]
Q84,Sonstige angeborene Fehlbildungen des Integumentes
Q85,"Phakomatosen, anderenorts nicht klassifiziert"
Q86,"Angeborene Fehlbildungssyndrome durch bekannte äußere Ursachen, anderenorts nicht klassifiziert"
Q87,Sonstige näher bezeichnete angeborene Fehlbildungssyndrome mit Beteiligung mehrerer Systeme
Q89,"Sonstige angeborene Fehlbildungen, anderenorts nicht klassifiziert"
Q90,Down-Syndrom
Q91,Edwards-Syndrom und Patau-Syndrom
Q92,"Sonstige Trisomien und partielle Trisomien der Autosomen, anderenorts nicht klassifiziert"
Q93,"Monosomien und Deletionen der Autosomen, anderenorts nicht klassifiziert"
Q95,"Balancierte Chromosomen-Rearrangements und Struktur-Marker, anderenorts nicht klassifiziert"
Q96,Turner-Syndrom
Q97,"Sonstige Anomalien der Gonosomen bei weiblichem Phänotyp, anderenorts nicht klassifiziert"
Q98,"Sonstige Anomalien der Gonosomen bei männlichem Phänotyp, anderenorts nicht klassifiziert"
Q99,"Sonstige Chromosomenanomalien, anderenorts nicht klassifiziert"
R00,Störungen des Herzschlages
R01,Herzgeräusche und andere Herz-Schallphänomene
R02,"Gangrän, anderenorts nicht klassifiziert"
R03,Abnormer Blutdruckwert ohne Diagnose
R04,Blutung aus den Atemwegen
R05,Husten
R06,Störungen der Atmung
R07,Hals- und Brustschmerzen
R09,"Sonstige Symptome, die das Kreislaufsystem und das Atmungssystem betreffen"
R10,Bauch- und Beckenschmerzen
R11,Übelkeit und Erbrechen
R12,Sodbrennen
R13,Dysphagie
R14,Flatulenz und verwandte Zustände
R15,Stuhlinkontinenz
R16,"Hepatomegalie und Splenomegalie, anderenorts nicht klassifiziert"
R17,"Hyperbilirubinämie, mit oder ohne Gelbsucht, anderenorts nicht klassifiziert"
R18,Aszites
R19,"Sonstige Symptome, die das Verdauungssystem und das Abdomen betreffen"
R20,Sensibilitätsstörungen der Haut
R21,Hautausschlag und sonstige unspezifische Hauteruptionen
R22,"Lokalisierte Schwellung, Raumforderung und Knoten der Haut und der Unterhaut"
R23,Sonstige Hautveränderungen
R25,Abnorme unwillkürliche Bewegungen
R26,Störungen des Ganges und der Mobilität
R27,Sonstige Koordinationsstörungen
R29,"Sonstige Symptome, die das Nervensystem und das Muskel-Skelett-System betreffen"
R30,Schmerzen beim Wasserlassen
R31,Nicht näher bezeichnete Hämaturie
R32,Nicht näher bezeichnete Harninkontinenz
R33,Harnverhaltung
R34,Anurie und Oligurie
R35,Polyurie
R36,Ausfluss aus der Harnröhre
R39,"Sonstige Symptome, die das Harnsystem betreffen"
R40,"Somnolenz, Sopor und Koma"
R41,"Sonstige Symptome, die das Erkennungsvermögen und das Bewusstsein betreffen"
R42,Schwindel und Taumel
R43,Störungen des Geruchs- und Geschmackssinnes
R44,"Sonstige Symptome, die die Sinneswahrnehmungen und das Wahrnehmungsvermögen betreffen"
R45,"Symptome, die die Stimmung betreffen"
R46,"Symptome, die das äußere Erscheinungsbild und das Verhalten betreffen"
R47,"Sprech- und Sprachstörungen, anderenorts nicht klassifiziert"
R48,"Dyslexie und sonstige Werkzeugstörungen, anderenorts nicht klassifiziert"
R49,Störungen der Stimme
R50,Fieber sonstiger und unbekannter Ursache
R51,Kopfschmerz
R52,"Schmerz, anderenorts nicht klassifiziert"
R53,Unwohlsein und Ermüdung
R54,Senilität
R55,Synkope und Kollaps
R56,"Krämpfe, anderenorts nicht klassifiziert"
R57,"Schock, anderenorts nicht klassifiziert"
R58,"Blutung, anderenorts nicht klassifiziert"
R59,Lymphknotenvergrößerung
R60,"Ödem, anderenorts nicht klassifiziert"
R61,Hyperhidrose
R62,Ausbleiben der erwarteten normalen physiologischen Entwicklung
R63,"Symptome, die die Nahrungs- und Flüssigkeitsaufnahme betreffen"
R64,Kachexie
R65,Systemisches inflammatorisches Response-Syndrom [SIRS]
R68,Sonstige Allgemeinsymptome
R69,Unbekannte und nicht näher bezeichnete Krankheitsursachen
R70,Beschleunigte Blutkörperchensenkungsreaktion und Veränderungen der Plasmaviskosität
R71,Veränderung der Erythrozyten
R72,"Veränderung der Leukozyten, anderenorts nicht klassifiziert"
R73,Erhöhter Blutglukosewert
R74,Abnorme Serumenzymwerte
R75,Laborhinweis auf Humanes Immundefizienz-Virus [HIV]
R76,Sonstige abnorme immunologische Serumbefunde
R77,Sonstige Veränderungen der Plasmaproteine
R78,"Nachweis von Drogen und anderen Substanzen, die normalerweise nicht im Blut vorhanden sind"
R79,Sonstige abnorme Befunde der Blutchemie
R80,Isolierte Proteinurie
R81,Glukosurie
R82,Sonstige abnorme Urinbefunde
R83,Abnorme Liquorbefunde
R84,Abnorme Befunde in Untersuchungsmaterialien aus Atemwegen und Thorax
R85,Abnorme Befunde in Untersuchungsmaterialien aus Verdauungsorganen und Bauchhöhle
R86,Abnorme Befunde in Untersuchungsmaterialien aus den männlichen Genitalorganen
R87,Abnorme Befunde in Untersuchungsmaterialien aus den weiblichen Genitalorganen
R89,"Abnorme Befunde in Untersuchungsmaterialien aus anderen Körperorganen, -systemen und -geweben"
R90,Abnorme Befunde bei der bildgebenden Diagnostik des Zentralnervensystems
R91,Abnorme Befunde bei der bildgebenden Diagnostik der Lunge
R92,Abnorme Befunde bei der bildgebenden Diagnostik der Mamma [Brustdrüse]
R93,Abnorme Befunde bei der bildgebenden Diagnostik sonstiger Körperstrukturen
R94,Abnorme Ergebnisse von Funktionsprüfungen
R95,Plötzlicher Kindstod
R96,Sonstiger plötzlicher Tod unbekannter Ursache
R98,Tod ohne Anwesenheit anderer Personen
R99,Sonstige ungenau oder nicht näher bezeichnete Todesursachen
S00,Oberflächliche Verletzung des Kopfes
S01,Offene Wunde des Kopfes
S02,Fraktur des Schädels und der Gesichtsschädelknochen
S03,"Luxation, Verstauchung und Zerrung von Gelenken und Bändern des Kopfes"
S04,Verletzung von Hirnnerven
S05,Verletzung des Auges und der Orbita
S06,Intrakranielle Verletzung
S07,Zerquetschung des Kopfes
S08,Traumatische Amputation von Teilen des Kopfes
S09,Sonstige und nicht näher bezeichnete Verletzungen des Kopfes
S10,Oberflächliche Verletzung des Halses
S11,Offene Wunde des Halses
S12,Fraktur im Bereich des Halses
S13,"Luxation, Verstauchung und Zerrung von Gelenken und Bändern in Halshöhe"
S14,Verletzung der Nerven und des Rückenmarkes in Halshöhe
S15,Verletzung von Blutgefäßen in Halshöhe
S16,Verletzung von Muskeln und Sehnen in Halshöhe
S17,Zerquetschung des Halses
S18,Traumatische Amputation in Halshöhe
S19,Sonstige und nicht näher bezeichnete Verletzungen des Halses
S20,Oberflächliche Verletzung des Thorax
S21,Offene Wunde des Thorax
S22,"Fraktur der Rippe(n), des Sternums und der Brustwirbelsäule"
S23,"Luxation, Verstauchung und Zerrung von Gelenken und Bändern im Bereich des Thorax"
S24,Verletzung der Nerven und des Rückenmarkes in Thoraxhöhe
S25,Verletzung von Blutgefäßen des Thorax
S26,Verletzung des Herzens
S27,Verletzung sonstiger und nicht näher bezeichneter intrathorakaler Organe
S28,Zerquetschung des Thorax und traumatische Amputation von Teilen des Thorax
S29,Sonstige und nicht näher bezeichnete Verletzungen des Thorax
S30,"Oberflächliche Verletzung des Abdomens, der Lumbosakralgegend und des Beckens"
S31,"Offene Wunde des Abdomens, der Lumbosakralgegend und des Beckens"
S32,Fraktur der Lendenwirbelsäule und des Beckens
S33,"Luxation, Verstauchung und Zerrung von Gelenken und Bändern der Lendenwirbelsäule und des Beckens"
S34,"Verletzung der Nerven und des lumbalen Rückenmarkes in Höhe des Abdomens, der Lumbosakralgegend und des Beckens"
S35,"Verletzung von Blutgefäßen in Höhe des Abdomens, der Lumbosakralgegend und des Beckens"
S36,Verletzung von intraabdominalen Organen
S37,Verletzung der Harnorgane und der Beckenorgane
S38,"Zerquetschung und traumatische Amputation von Teilen des Abdomens, der Lumbosakralgegend und des Beckens"
S39,"Sonstige und nicht näher bezeichnete Verletzungen des Abdomens, der Lumbosakralgegend und des Beckens"
S40,Oberflächliche Verletzung der Schulter und des Oberarmes
S41,Offene Wunde der Schulter und des Oberarmes
S42,Fraktur im Bereich der Schulter und des Oberarmes
S43,"Luxation, Verstauchung und Zerrung von Gelenken und Bändern des Schultergürtels"
S44,Verletzung von Nerven in Höhe der Schulter und des Oberarmes
S45,Verletzung von Blutgefäßen in Höhe der Schulter und des Oberarmes
S46,Verletzung von Muskeln und Sehnen in Höhe der Schulter und des Oberarmes
S47,Zerquetschung der Schulter und des Oberarmes
S48,Traumatische Amputation an Schulter und Oberarm
S49,Sonstige und nicht näher bezeichnete Verletzungen der Schulter und des Oberarmes
S50,Oberflächliche Verletzung des Unterarmes
S51,Offene Wunde des Unterarmes
S52,Fraktur des Unterarmes
S53,"Luxation, Verstauchung und Zerrung des Ellenbogengelenkes und von Bändern des Ellenbogens"
S54,Verletzung von Nerven in Höhe des Unterarmes
S55,Verletzung von Blutgefäßen in Höhe des Unterarmes
S56,Verletzung von Muskeln und Sehnen in Höhe des Unterarmes
S57,Zerquetschung des Unterarmes
S58,Traumatische Amputation am Unterarm
S59,Sonstige und nicht näher bezeichnete Verletzungen des Unterarmes
S60,Oberflächliche Verletzung des Handgelenkes und der Hand
S61,Offene Wunde des Handgelenkes und der Hand
S62,Fraktur im Bereich des Handgelenkes und der Hand
S63,"Luxation, Verstauchung und Zerrung von Gelenken und Bändern in Höhe des Handgelenkes und der Hand"
S64,Verletzung von Nerven in Höhe des Handgelenkes und der Hand
S65,Verletzung von Blutgefäßen in Höhe des Handgelenkes und der Hand
S66,Verletzung von Muskeln und Sehnen in Höhe des Handgelenkes und der Hand
S67,Zerquetschung des Handgelenkes und der Hand
S68,Traumatische Amputation an Handgelenk und Hand
S69,Sonstige und nicht näher bezeichnete Verletzungen des Handgelenkes und der Hand
S70,Oberflächliche Verletzung der Hüfte und des Oberschenkels
S71,Offene Wunde der Hüfte und des Oberschenkels
S72,Fraktur des Femurs
S73,"Luxation, Verstauchung und Zerrung des Hüftgelenkes und von Bändern der Hüfte"
S74,Verletzung von Nerven in Höhe der Hüfte und des Oberschenkels
S75,Verletzung von Blutgefäßen in Höhe der Hüfte und des Oberschenkels
S76,Verletzung von Muskeln und Sehnen in Höhe der Hüfte und des Oberschenkels
S77,Zerquetschung der Hüfte und des Oberschenkels
S78,Traumatische Amputation an Hüfte und Oberschenkel
S79,Sonstige und nicht näher bezeichnete Verletzungen der Hüfte und des Oberschenkels
S80,Oberflächliche Verletzung des Unterschenkels
S81,Offene Wunde des Unterschenkels
S82,"Fraktur des Unterschenkels, einschließlich des oberen Sprunggelenkes"
S83,"Luxation, Verstauchung und Zerrung des Kniegelenkes und von Bändern des Kniegelenkes"
S84,Verletzung von Nerven in Höhe des Unterschenkels
S85,Verletzung von Blutgefäßen in Höhe des Unterschenkels
S86,Verletzung von Muskeln und Sehnen in Höhe des Unterschenkels
S87,Zerquetschung des Unterschenkels
S88,Traumatische Amputation am Unterschenkel
S89,Sonstige und nicht näher bezeichnete Verletzungen des Unterschenkels
S90,Oberflächliche Verletzung der Knöchelregion und des Fußes
S91,Offene Wunde der Knöchelregion und des Fußes
S92,Fraktur des Fußes [ausgenommen oberes Sprunggelenk]
S93,"Luxation, Verstauchung und Zerrung der Gelenke und Bänder in Höhe des oberen Sprunggelenkes und des Fußes"
S94,Verletzung von Nerven in Höhe des Knöchels und des Fußes
S95,Verletzung von Blutgefäßen in Höhe des Knöchels und des Fußes
S96,Verletzung von Muskeln und Sehnen in Höhe des Knöchels und des Fußes
S97,Zerquetschung des oberen Sprunggelenkes und des Fußes
S98,Traumatische Amputation am oberen Sprunggelenk und Fuß
S99,Sonstige und nicht näher bezeichnete Verletzungen der Knöchelregion und des Fußes
T00,Oberflächliche Verletzungen mit Beteiligung mehrerer Körperregionen
T01,Offene Wunden mit Beteiligung mehrerer Körperregionen
T02,Frakturen mit Beteiligung mehrerer Körperregionen
T03,"Luxationen, Verstauchungen und Zerrungen mit Beteiligung mehrerer Körperregionen"
T04,Zerquetschungen mit Beteiligung mehrerer Körperregionen
T05,Traumatische Amputationen mit Beteiligung mehrerer Körperregionen
T06,"Sonstige Verletzungen mit Beteiligung mehrerer Körperregionen, anderenorts nicht klassifiziert"
T07,Nicht näher bezeichnete multiple Verletzungen
T08,"Fraktur der Wirbelsäule, Höhe nicht näher bezeichnet"
T09,"Sonstige Verletzungen der Wirbelsäule und des Rumpfes, Höhe nicht näher bezeichnet"
T10,"Fraktur der oberen Extremität, Höhe nicht näher bezeichnet"
T11,"Sonstige Verletzungen der oberen Extremität, Höhe nicht näher bezeichnet"
T12,"Fraktur der unteren Extremität, Höhe nicht näher bezeichnet"
T13,"Sonstige Verletzungen der unteren Extremität, Höhe nicht näher bezeichnet"
T14,Verletzung an einer nicht näher bezeichneten Körperregion
T15,Fremdkörper im äußeren Auge
T16,Fremdkörper im Ohr
T17,Fremdkörper in den Atemwegen
T18,Fremdkörper im Verdauungstrakt
T19,Fremdkörper im Urogenitaltrakt
T20,Verbrennung oder Verätzung des Kopfes und des Halses
T21,Verbrennung oder Verätzung des Rumpfes
T22,"Verbrennung oder Verätzung der Schulter und des Armes, ausgenommen Handgelenk und Hand"
T23,Verbrennung oder Verätzung des Handgelenkes und der Hand
T24,"Verbrennung oder Verätzung der Hüfte und des Beines, ausgenommen Knöchelregion und Fuß"
T25,Verbrennung oder Verätzung der Knöchelregion und des Fußes
T26,"Verbrennung oder Verätzung, begrenzt auf das Auge und seine Anhangsgebilde"
T27,Verbrennung oder Verätzung der Atemwege
T28,Verbrennung oder Verätzung sonstiger innerer Organe
T29,Verbrennungen oder Verätzungen mehrerer Körperregionen
T30,"Verbrennung oder Verätzung, Körperregion nicht näher bezeichnet"
T31,"Verbrennungen, klassifiziert nach dem Ausmaß der betroffenen Körperoberfläche"
T32,"Verätzungen, klassifiziert nach dem Ausmaß der betroffenen Körperoberfläche"
T33,Oberflächliche Erfrierung
T34,Erfrierung mit Gewebsnekrose
T35,Erfrierung mit Beteiligung mehrerer Körperregionen und nicht näher bezeichnete Erfrierung
T36,Vergiftung durch systemisch wirkende Antibiotika
T37,Vergiftung durch sonstige systemisch wirkende Antiinfektiva und Antiparasitika
T38,"Vergiftung durch Hormone und deren synthetische Ersatzstoffe und Antagonisten, anderenorts nicht klassifiziert"
T39,"Vergiftung durch nichtopioidhaltige Analgetika, Antipyretika und Antirheumatika"
T40,Vergiftung durch Betäubungsmittel und Psychodysleptika [Halluzinogene]
T41,Vergiftung durch Anästhetika und therapeutische Gase
T42,"Vergiftung durch Antiepileptika, Sedativa, Hypnotika und Antiparkinsonmittel"
T43,"Vergiftung durch psychotrope Substanzen, anderenorts nicht klassifiziert"
T44,Vergiftung durch primär auf das autonome Nervensystem wirkende Arzneimittel
T45,"Vergiftung durch primär systemisch und auf das Blut wirkende Mittel, anderenorts nicht klassifiziert"
T46,Vergiftung durch primär auf das Herz-Kreislaufsystem wirkende Mittel
T47,Vergiftung durch primär auf den Magen-Darm-Trakt wirkende Mittel
T48,"Vergiftung durch primär auf die glatte Muskulatur, die Skelettmuskulatur und das Atmungssystem wirkende Mittel"
T49,"Vergiftung durch primär auf Haut und Schleimhäute wirkende und in der Augen-, der Hals-Nasen-Ohren- und der Zahnheilkunde angewendete Mittel zur topischen Anwendung"
T50,"Vergiftung durch Diuretika und sonstige und nicht näher bezeichnete Arzneimittel, Drogen und biologisch aktive Substanzen"
T51,Toxische Wirkung von Alkohol
T52,Toxische Wirkung von organischen Lösungsmitteln
T53,Toxische Wirkung von halogenierten aliphatischen und aromatischen Kohlenwasserstoffen
T54,Toxische Wirkung von ätzenden Substanzen
T55,Toxische Wirkung von Seifen und Detergenzien
T56,Toxische Wirkung von Metallen
T57,Toxische Wirkung von sonstigen anorganischen Substanzen
T58,Toxische Wirkung von Kohlenmonoxid
T59,"Toxische Wirkung sonstiger Gase, Dämpfe oder sonstigen Rauches"
T60,Toxische Wirkung von Schädlingsbekämpfungsmitteln [Pestiziden]
T61,"Toxische Wirkung schädlicher Substanzen, die mit essbaren Meerestieren aufgenommen wurden"
T62,"Toxische Wirkung sonstiger schädlicher Substanzen, die mit der Nahrung aufgenommen wurden"
T63,Toxische Wirkung durch Kontakt mit giftigen Tieren
T64,Toxische Wirkung von Aflatoxin und sonstigem Mykotoxin in kontaminierten Lebensmitteln
T65,Toxische Wirkung sonstiger und nicht näher bezeichneter Substanzen
T66,Nicht näher bezeichnete Schäden durch Strahlung
T67,Schäden durch Hitze und Sonnenlicht
T68,Hypothermie
T69,Sonstige Schäden durch niedrige Temperatur
T70,Schäden durch Luft- und Wasserdruck
T71,Erstickung
T73,Schäden durch sonstigen Mangel
T74,Missbrauch von Personen
T75,Schäden durch sonstige äußere Ursachen
T76,Nicht näher bezeichnete Schäden durch äußere Ursachen
T78,"Unerwünschte Nebenwirkungen, anderenorts nicht klassifiziert"
T79,"Bestimmte Frühkomplikationen eines Traumas, anderenorts nicht klassifiziert"
T80,"Komplikationen nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken"
T81,"Komplikationen bei Eingriffen, anderenorts nicht klassifiziert"
T82,"Komplikationen durch Prothesen, Implantate oder Transplantate im Herzen und in den Gefäßen"
T83,"Komplikationen durch Prothesen, Implantate oder Transplantate im Urogenitaltrakt"
T84,"Komplikationen durch orthopädische Endoprothesen, Implantate oder Transplantate"
T85,"Komplikationen durch sonstige interne Prothesen, Implantate oder Transplantate"
T86,Versagen und Abstoßung von transplantierten Organen und Geweben
T87,"Komplikationen, die für Replantation und Amputation bezeichnend sind"
T88,"Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert"
T89,Sonstige näher bezeichnete Komplikationen eines Traumas
T90,Folgen von Verletzungen des Kopfes
T91,Folgen von Verletzungen des Halses und des Rumpfes
T92,Folgen von Verletzungen der oberen Extremität
